phi	theta	svalue
195	140	-0.0320738095238095
195	145	-0.00796666666666667
195	150	-0.192765972222222
195	155	-0.331965972222222
195	160	-0.403578935185185
195	165	-0.400397955747956
195	170	-0.452110654160654
195	175	-0.555047402597403
195	180	100
200	5	100
200	10	100
200	15	0.151367989417989
200	20	0.435856878306878
200	25	0.702662433862434
200	30	0.381189563492064
200	35	-0.135210436507937
200	40	-0.666103029100529
200	45	-0.853481481481482
200	50	-0.907828703703704
200	55	-0.902031666666667
200	60	-0.852342777777778
200	65	-0.797995555555556
200	70	-0.649894444444444
200	75	-0.398305555555556
200	80	-0.133138888888889
200	85	0.0763666666666667
200	90	0.21035
200	95	0.343875
200	100	0.323030555555556
200	105	0.218441666666667
200	110	0.05365
200	115	-0.097875
200	120	-0.386888265306122
200	125	-0.621973979591837
200	130	-0.517556349206349
200	135	-0.157318253968254
200	140	0.137468412698413
200	145	0.16786126984127
200	150	-0.122605396825397
200	155	-0.342480952380952
200	160	-0.37961962962963
200	165	-0.306456642616643
200	170	-0.312821192881193
200	175	100
200	180	100
205	5	100
205	10	100
205	15	0.153605489417989
205	20	0.315366600529101
205	25	0.514122156084656
205	30	0.201610119047619
205	35	-0.187089880952381
205	40	-0.619745436507937
205	45	-0.626604444444444
205	50	-0.569451666666667
205	55	-0.569451666666667
205	60	-0.732147222222222
205	65	-0.683733333333333
205	70	-0.451658888888889
205	75	-0.0637477777777778
205	80	0.218596666666667
205	85	0.438677777777778
205	90	0.525294444444444
205	95	0.630241666666667
205	100	0.600319444444444
205	105	0.500941666666667
205	110	0.33615
205	115	0.143434375
205	120	-0.263309375
205	125	-0.512334375
205	130	-0.407494444444444
205	135	0.0904833333333333
205	140	0.358427142857143
205	145	0.292307301587302
205	150	-0.0848625396825397
205	155	-0.293096472663139
205	160	-0.291966014109347
205	165	-0.197559177890011
205	170	-0.243980165544332
205	175	100
205	180	100
210	5	100
210	10	100
210	15	0.223640246212121
210	20	0.135207996632997
210	25	0.175770767195767
210	30	-0.136349603174603
210	35	-0.309438492063492
210	40	-0.456317222222222
210	45	-0.28258
210	50	-0.0724341666666667
210	55	-0.110725277777778
210	60	-0.402376388888889
210	65	-0.330892063492064
210	70	0.00692126984126984
210	75	0.429187936507937
210	80	0.658213333333333
210	85	0.806911111111111
210	90	0.832155555555556
210	95	0.8379
210	100	0.7794
210	105	0.70693125
210	110	0.5621
210	115	0.238628125
210	120	-0.0376657407407407
210	125	-0.151015740740741
210	130	0.0304814814814815
210	135	0.440277777777778
210	140	0.540621587301587
210	145	0.38104380952381
210	150	0.0296406349206349
210	155	-0.117593298059965
210	160	-0.11873360670194
210	165	-0.0985925824484158
210	170	-0.191577766365579
210	175	100
210	180	100
215	5	100
215	10	100
215	15	100
215	20	0.0828344516594516
215	25	-0.115747222222222
215	30	-0.474879166666667
215	35	-0.260164880952381
215	40	0.0197008333333333
215	45	0.35082
215	50	0.511868055555556
215	55	0.3508325
215	60	-0.0635630555555556
215	65	0.0570190476190476
215	70	0.429187936507937
215	75	0.885810158730159
215	80	1.02644666666667
215	85	1.0914
215	90	0.951791666666667
215	95	0.765647222222222
215	100	0.599002777777778
215	105	0.5248125
215	110	0.48304375
215	115	0.32746875
215	120	0.191011481481481
215	125	0.222794814814815
215	130	0.430228148148148
215	135	0.657053703703704
215	140	0.519571630874572
215	145	0.27824940865235
215	150	0.0441824293353705
215	155	0.028174378707712
215	160	0.0464772446689113
215	165	-0.0287511250169584
215	170	100
215	175	100
215	180	100
220	5	100
220	10	100
220	15	100
220	20	0.0450006553631553
220	25	-0.266243240740741
220	30	-0.642038240740741
220	35	-0.247583214285714
220	40	0.356078055555556
220	45	0.712013333333333
220	50	0.780383611111111
220	55	0.5579040625
220	60	0.163276071428571
220	65	0.43455306122449
220	70	0.795271428571429
220	75	1.07583015873016
220	80	1.1109
220	85	1.02979166666667
220	90	0.821038888888889
220	95	0.56575
220	100	0.405751666666667
220	105	0.3030925
220	110	0.25701125
220	115	0.16183125
220	120	0.23825962962963
220	125	0.41750962962963
220	130	0.626220740740741
220	135	0.65447962962963
220	140	0.4263848583878
220	145	0.214005119825708
220	150	0.109559833630422
220	155	0.109297462015109
220	160	0.156159078884079
220	165	-0.0413321876271876
220	170	100
220	175	100
220	180	100
225	5	100
225	10	100
225	15	100
225	20	0.120930595238095
225	25	-0.222890582010582
225	30	-0.683926137566138
225	35	-0.332948888888889
225	40	0.157068888888889
225	45	0.461233333333333
225	50	0.460913333333333
225	55	0.383017142857143
225	60	0.0775866666666667
225	65	0.542916666666667
225	70	0.823
225	75	1.1109
225	80	1.1109
225	85	0.925712053571429
225	90	0.668760178571429
225	95	0.473948306878307
225	100	0.414553148148148
225	105	0.327337037037037
225	110	0.23662
225	115	0.131082222222222
225	120	0.177394166666667
225	125	0.233706666666667
225	130	0.431807619047619
225	135	0.362303696236559
225	140	0.3085220785895
225	145	0.148206553517464
225	150	0.126070944741533
225	155	0.094811350903998
225	160	0.193924634439634
225	165	0.0218615773809524
225	170	100
225	175	100
225	180	100
230	5	100
230	10	100
230	15	100
230	20	100
230	25	-0.353670740740741
230	30	-0.730145185185185
230	35	-0.500215555555556
230	40	-0.193842222222222
230	45	0.0070222222222222
230	50	0.0346111111111111
230	55	-0.00410000000000001
230	60	0.0200916666666667
230	65	0.611525
230	70	0.88618125
230	75	1.00275555555556
230	80	0.89183125
230	85	0.676615525793651
230	90	0.607935525793651
230	95	0.592709726631393
230	100	0.64625037037037
230	105	0.502703703703704
230	110	0.319081111111111
230	115	0.123465555555556
230	120	0.13402619047619
230	125	-0.00853809523809525
230	130	0.0242283625730994
230	135	0.0157478848330504
230	140	0.153931218166384
230	145	0.121855028462998
230	150	0.131538779956427
230	155	0.122454785247432
230	160	0.132642671957672
230	165	100
230	170	100
230	175	100
230	180	100
235	5	100
235	10	100
235	15	100
235	20	100
235	25	-0.48855125
235	30	-0.7485
235	35	-0.559255555555556
235	40	-0.393666666666667
235	45	-0.232674074074074
235	50	-0.201618518518519
235	55	-0.154320833333333
235	60	0.0622125
235	65	0.51165
235	70	0.736422222222222
235	75	0.786466666666667
235	80	0.611740625
235	85	0.584796775793651
235	90	0.734804275793651
235	95	0.824406948853615
235	100	0.890801481481481
235	105	0.670412592592593
235	110	0.389778888888889
235	115	0.0782859595959596
235	120	-0.0923694805194805
235	125	-0.436576623376623
235	130	-0.554628304093567
235	135	-0.28776961516695
235	140	0.0406530038806694
235	145	0.119088206178529
235	150	0.13416455026455
235	155	0.206469444444444
235	160	0.0818183333333333
235	165	100
235	170	100
235	175	100
235	180	100
240	5	100
240	10	100
240	15	100
240	20	100
240	25	-0.543060714285714
240	30	-0.625430555555556
240	35	-0.440019444444444
240	40	-0.204422222222222
240	45	-0.0222407407407407
240	50	-0.0787444444444445
240	55	-0.118655555555556
240	60	0.0701583333333334
240	65	0.51165
240	70	0.839425
240	75	0.678322222222222
240	80	0.504816666666667
240	85	0.54246975308642
240	90	0.801203086419753
240	95	0.909008641975309
240	100	0.919886419753086
240	105	0.765266419753086
240	110	0.478280056116723
240	115	0.132921694725028
240	120	-0.206315593434343
240	125	-0.517620934343434
240	130	-0.613898728070176
240	135	-0.358529980506823
240	140	-0.0550854302422724
240	145	0.111033439153439
240	150	0.129205073140367
240	155	0.326051633986928
240	160	0.053640522875817
240	165	100
240	170	100
240	175	100
240	180	100
245	5	100
245	10	100
245	15	100
245	20	100
245	25	100
245	30	-0.479658333333333
245	35	-0.452528125
245	40	-0.21625
245	45	0.0951541666666667
245	50	0.0607222222222222
245	55	0.0183444444444444
245	60	0.0429270833333333
245	65	0.367678571428571
245	70	0.715035714285714
245	75	0.62425
245	80	0.483255555555556
245	85	0.466802222222222
245	90	0.651913333333333
245	95	0.790866111111111
245	100	0.866805864197531
245	105	0.881663641975309
245	110	0.691507833894501
245	115	0.355589155042488
245	120	-0.187757511624178
245	125	-0.594895592432259
245	130	-0.75931962962963
245	135	-0.477064074074074
245	140	-0.148499153439153
245	145	0.0745314118629908
245	150	0.123993363310236
245	155	0.290680664897538
245	160	100
245	165	100
245	170	100
245	175	100
245	180	100
250	5	100
250	10	100
250	15	100
250	20	100
250	25	100
250	30	-0.320970833333333
250	35	-0.5430796875
250	40	-0.40371875
250	45	-0.0573625
250	50	0.0872083333333333
250	55	0.0576952380952381
250	60	0.00139333333333333
250	65	0.19024
250	70	0.6315
250	75	0.522557142857143
250	80	0.402351339285714
250	85	0.209236746031746
250	90	0.247103412698413
250	95	0.507332777777778
250	100	0.741472530864198
250	105	0.995205864197531
250	110	0.905894500561167
250	115	0.670854862113195
250	120	-0.0121340267756935
250	125	-0.531072107583774
250	130	-0.859402222222222
250	135	-0.550685982905983
250	140	-0.221711538461538
250	145	0.0424405083220873
250	150	0.130884831564205
250	155	0.231362609341982
250	160	100
250	165	100
250	170	100
250	175	100
250	180	100
255	5	100
255	10	100
255	15	100
255	20	100
255	25	100
255	30	-0.2174128125
255	35	-0.5426628125
255	40	-0.64683625
255	45	-0.4852625
255	50	-0.1643375
255	55	-0.0395333333333333
255	60	-0.10536
255	65	-0.18164
255	70	0.00199999999999999
255	75	0.286271428571429
255	80	0.216148214285714
255	85	0.0296450793650794
255	90	-0.122738253968254
255	95	0.263349444444444
255	100	0.649602777777778
255	105	1.01103055555556
255	110	1.0124
255	115	0.779470238095238
255	120	0.048470238095238
255	125	-0.545855070546737
255	130	-0.843708641975309
255	135	-0.477961291547958
255	140	-0.177321697191697
255	145	0.034774794036373
255	150	0.117236372180451
255	155	0.108412347274436
255	160	100
255	165	100
255	170	100
255	175	100
255	180	100
260	5	100
260	10	100
260	15	100
260	20	100
260	25	100
260	30	100
260	35	-0.441450277777778
260	40	-0.72591
260	45	-0.823377777777778
260	50	-0.61871875
260	55	-0.53833
260	60	-0.5896125
260	65	-0.48414
260	70	-0.370842857142857
260	75	0.0999875
260	80	0.119949350649351
260	85	-0.0110450216450216
260	90	-0.305224314574315
260	95	0.117131818181818
260	100	0.591731818181818
260	105	1.0124
260	110	0.981487179487179
260	115	0.585528846153846
260	120	-0.0848958452041786
260	125	-0.66573952991453
260	130	-0.763108974358974
260	135	-0.452493440510107
260	140	-0.14902264957265
260	145	0.075582905982906
260	150	0.243635119047619
260	155	100
260	160	100
260	165	100
260	170	100
260	175	100
260	180	100
265	5	100
265	10	100
265	15	100
265	20	100
265	25	100
265	30	100
265	35	-0.189508888888889
265	40	-0.628908888888889
265	45	-0.991471111111111
265	50	-0.958414814814815
265	55	-0.833204761904762
265	60	-0.709147619047619
265	65	-0.654085714285714
265	70	-0.5282
265	75	0.0148333333333333
265	80	0.223423232323232
265	85	0.200886195286195
265	90	-0.175848653198653
265	95	0.0060503367003367
265	100	0.454930851998243
265	105	0.840594867149758
265	110	0.689059824414716
265	115	0.177866346153846
265	120	-0.442410351377018
265	125	-0.827598480531814
265	130	-0.810335980531814
265	135	-0.524382982295482
265	140	-0.187501080246914
265	145	0.133645679012346
265	150	0.313307738095238
265	155	100
265	160	100
265	165	100
265	170	100
265	175	100
265	180	100
270	5	100
270	10	100
270	15	100
270	20	100
270	25	100
270	30	100
270	35	-0.0326675
270	40	-0.453148888888889
270	45	-0.892548888888889
270	50	-1.14859259259259
270	55	-1.03656666666667
270	60	-0.874529166666667
270	65	-0.7485
270	70	-0.675066666666667
270	75	-0.313044444444444
270	80	0.00495656565656566
270	85	0.11425946969697
270	90	-0.0965901515151515
270	95	-0.134441287878788
270	100	0.0827327038500951
270	105	0.216428200483092
270	110	0.000793157748049
270	115	-0.373913186009897
270	120	-0.750523216874094
270	125	-0.956702704053581
270	130	-0.84927178300095
270	135	-0.595662303283137
270	140	-0.172503328924162
270	145	0.223765652557319
270	150	0.500790476190476
270	155	100
270	160	100
270	165	100
270	170	100
270	175	100
270	180	100
275	5	100
275	10	100
275	15	100
275	20	100
275	25	100
275	30	100
275	35	100
275	40	-0.25786
275	45	-0.69726
275	50	-1.09936481481481
275	55	-1.07657592592593
275	60	-0.932542592592593
275	65	-0.796511111111111
275	70	-0.7485
275	75	-0.567488888888889
275	80	-0.239611111111111
275	85	-0.0306761904761905
275	90	-0.167295238095238
275	95	-0.536538095238095
275	100	-0.504449114331723
275	105	-0.514571799516908
275	110	-0.494852355072464
275	115	-0.589546846978558
275	120	-0.783065519818064
275	125	-0.975152865497076
275	130	-0.878344907407407
275	135	-0.582774404761905
275	140	-0.264017614638448
275	145	0.0399930335097001
275	150	100
275	155	100
275	160	100
275	165	100
275	170	100
275	175	100
275	180	100
280	5	100
280	10	100
280	15	100
280	20	100
280	25	100
280	30	100
280	35	100
280	40	-0.133101785714286
280	45	-0.54242380952381
280	50	-0.98182380952381
280	55	-1.13258888888889
280	60	-1.01736222222222
280	65	-0.873328888888889
280	70	-0.777306666666667
280	75	-0.7485
280	80	-0.5282
280	85	-0.526985714285714
280	90	-0.540761904761905
280	95	-0.926776190476191
280	100	-0.940448148148148
280	105	-1.07376666666667
280	110	-0.827359444444445
280	115	-0.776360458089669
280	120	-0.776360458089669
280	125	-0.99112169265757
280	130	-0.760553086419753
280	135	-0.563325176366843
280	140	-0.288682275132275
280	145	-0.135827976190476
280	150	100
280	155	100
280	160	100
280	165	100
280	170	100
280	175	100
280	180	100
285	5	100
285	10	100
285	15	100
285	20	100
285	25	100
285	30	100
285	35	100
285	40	100
285	45	-0.347134920634921
285	50	-0.786534920634921
285	55	-1.13177777777778
285	60	-1.11338444444444
285	65	-0.9969575
285	70	-0.83492
285	75	-0.7485
285	80	-0.5282
285	85	-0.6086875
285	90	-0.770725
285	95	-1.1806
285	100	-1.1806
285	105	-1.1806
285	110	-0.81420125
285	115	-0.773312916666667
285	120	-0.77580207977208
285	125	-0.911482758784426
285	130	-0.708629240265907
285	135	-0.656089435626102
285	140	-0.593696534391534
285	145	100
285	150	100
285	155	100
285	160	100
285	165	100
285	170	100
285	175	100
285	180	100
290	5	100
290	10	100
290	15	100
290	20	100
290	25	100
290	30	100
290	35	100
290	40	100
290	45	-0.160564285714286
290	50	-0.566834920634921
290	55	-0.874122222222222
290	60	-0.966815
290	65	-0.78309265625
290	70	-0.737410513392857
290	75	-0.683518638392857
290	80	-0.561950915750916
290	85	-0.592301709401709
290	90	-0.712440598290598
290	95	-1.02879444444444
290	100	-1.06221296296296
290	105	-0.925875833333333
290	110	-0.789473958333333
290	115	-0.888503125
290	120	-0.980562668997669
290	125	-0.880678224553225
290	130	-0.745422113442114
290	135	-0.792205925925926
290	140	-0.746169814814815
290	145	100
290	150	100
290	155	100
290	160	100
290	165	100
290	170	100
290	175	100
290	180	100
295	5	100
295	10	100
295	15	100
295	20	100
295	25	100
295	30	100
295	35	100
295	40	100
295	45	-0.00886666666666668
295	50	-0.3018
295	55	-0.487105982905983
295	60	-0.634280982905983
295	65	-0.528083553685897
295	70	-0.593344680059524
295	75	-0.648035305059524
295	80	-0.648984249084249
295	85	-0.627220422852002
295	90	-0.682398925267461
295	95	-0.792278697347233
295	100	-0.730645169082126
295	105	-0.46038
295	110	-0.427410208333333
295	115	-0.662445625
295	120	-0.878778224553225
295	125	-0.855375446775447
295	130	-0.835779520849521
295	135	-0.87803
295	140	-0.9360525
295	145	100
295	150	100
295	155	100
295	160	100
295	165	100
295	170	100
295	175	100
295	180	100
300	5	100
300	10	100
300	15	100
300	20	100
300	25	100
300	30	100
300	35	100
300	40	100
300	45	100
300	50	-0.0507142857142857
300	55	-0.131805982905983
300	60	-0.265436538461538
300	65	-0.267018714387464
300	70	-0.428439715608466
300	75	-0.592775826719577
300	80	-0.723706471306471
300	85	-0.666242645074224
300	90	-0.673410036378572
300	95	-0.661845364013899
300	100	-0.501056280193237
300	105	-0.21166
300	110	-0.11820962962963
300	115	-0.426285555555556
300	120	-0.72696595959596
300	125	-0.886122502805836
300	130	-0.89170657687991
300	135	-0.886658765432099
300	140	100
300	145	100
300	150	100
300	155	100
300	160	100
300	165	100
300	170	100
300	175	100
300	180	100
305	5	100
305	10	100
305	15	100
305	20	100
305	25	100
305	30	100
305	35	100
305	40	100
305	45	100
305	50	0.1376
305	55	0.0823967948717949
305	60	-0.0234365384615385
305	65	-0.151840242165242
305	70	-0.325581481481481
305	75	-0.511787037037037
305	80	-0.69235
305	85	-0.768268713450292
305	90	-0.768247215865751
305	95	-0.663386475125011
305	100	-0.370023317230274
305	105	-0.0895059259259259
305	110	0.0359577777777778
305	115	-0.283247777777778
305	120	-0.580714444444444
305	125	-0.835193209876543
305	130	-0.84678721661055
305	135	-0.843773118686869
305	140	100
305	145	100
305	150	100
305	155	100
305	160	100
305	165	100
305	170	100
305	175	100
305	180	100
310	5	100
310	10	100
310	15	100
310	20	100
310	25	100
310	30	100
310	35	100
310	40	100
310	45	100
310	50	100
310	55	0.155419444444444
310	60	0.0495861111111111
310	65	-0.0562472222222222
310	70	-0.2353
310	75	-0.353794444444444
310	80	-0.504263580246914
310	85	-0.640711728395062
310	90	-0.70278024691358
310	95	-0.686641904761905
310	100	-0.42148758377425
310	105	-0.227696049382716
310	110	-0.101767795414462
310	115	-0.325423968253968
310	120	-0.541785873015873
310	125	-0.760432391163093
310	130	-0.808352694193396
310	135	100
310	140	100
310	145	100
310	150	100
310	155	100
310	160	100
310	165	100
310	170	100
310	175	100
310	180	100
315	5	100
315	10	100
315	15	100
315	20	100
315	25	100
315	30	100
315	35	100
315	40	100
315	45	100
315	50	100
315	55	0.197334375
315	60	0.0848638888888889
315	65	-0.0209694444444444
315	70	-0.1799
315	75	-0.230683333333333
315	80	-0.313441358024691
315	85	-0.437578395061728
315	90	-0.499646913580247
315	95	-0.546686349206349
315	100	-0.443865361552028
315	105	-0.412407160493827
315	110	-0.159203350970018
315	115	-0.227913492063492
315	120	-0.349653174603175
315	125	-0.675670927318296
315	130	-0.780288373205742
315	135	100
315	140	100
315	145	100
315	150	100
315	155	100
315	160	100
315	165	100
315	170	100
315	175	100
315	180	100
320	5	100
320	10	100
320	15	100
320	20	100
320	25	100
320	30	100
320	35	100
320	40	100
320	45	100
320	50	100
320	55	100
320	60	0.0720388888888889
320	65	-0.0337944444444444
320	70	-0.160266666666667
320	75	-0.1799
320	80	-0.194946913580247
320	85	-0.251372839506173
320	90	-0.321784691358025
320	95	-0.451833015873016
320	100	-0.511345361552028
320	105	-0.548082716049383
320	110	-0.240939858906526
320	115	-0.215027777777778
320	120	-0.311011904761905
320	125	-0.675670927318296
320	130	100
320	135	100
320	140	100
320	145	100
320	150	100
320	155	100
320	160	100
320	165	100
320	170	100
320	175	100
320	180	100
325	5	100
325	10	100
325	15	100
325	20	100
325	25	100
325	30	100
325	35	100
325	40	100
325	45	100
325	50	100
325	55	100
325	60	0.07815625
325	65	-0.0105907407407407
325	70	-0.116424074074074
325	75	-0.169418518518519
325	80	-0.1799
325	85	-0.182341025641026
325	90	-0.270789914529915
325	95	-0.460323247863248
325	100	-0.647415555555556
325	105	-0.587811111111111
325	110	-0.29933873015873
325	115	-0.252614920634921
325	120	-0.42690380952381
325	125	-0.728692857142857
325	130	100
325	135	100
325	140	100
325	145	100
325	150	100
325	155	100
325	160	100
325	165	100
325	170	100
325	175	100
325	180	100
330	5	100
330	10	100
330	15	100
330	20	100
330	25	100
330	30	100
330	35	100
330	40	100
330	45	100
330	50	100
330	55	100
330	60	100
330	65	0.0491438271604938
330	70	-0.0566895061728395
330	75	-0.144961728395062
330	80	-0.1799
330	85	-0.159880708180708
330	90	-0.235809597069597
330	95	-0.354376263736264
330	100	-0.563928888888889
330	105	-0.516844444444444
330	110	-0.510472063492064
330	115	-0.524072063492063
330	120	-0.698360952380952
330	125	100
330	130	100
330	135	100
330	140	100
330	145	100
330	150	100
330	155	100
330	160	100
330	165	100
330	170	100
330	175	100
330	180	100
335	5	100
335	10	100
335	15	100
335	20	100
335	25	100
335	30	100
335	35	100
335	40	100
335	45	100
335	50	100
335	55	100
335	60	100
335	65	0.0924993055555555
335	70	0.00215864197530864
335	75	-0.101758024691358
335	80	-0.16312962962963
335	85	-0.122147374847375
335	90	-0.141360708180708
335	95	-0.171594041514042
335	100	-0.402077530864198
335	105	-0.463784399551066
335	110	-0.595211621773288
335	115	-0.619325202020202
335	120	-0.735568125
335	125	100
335	130	100
335	135	100
335	140	100
335	145	100
335	150	100
335	155	100
335	160	100
335	165	100
335	170	100
335	175	100
335	180	100
340	5	100
340	10	100
340	15	100
340	20	100
340	25	100
340	30	100
340	35	100
340	40	100
340	45	100
340	50	100
340	55	100
340	60	100
340	65	100
340	70	-0.171656944444444
340	75	-0.31083950617284
340	80	-0.366262962962963
340	85	-0.237849206349206
340	90	-0.0947292063492064
340	95	0.0274552380952381
340	100	-0.222748641975309
340	105	-0.312585669392336
340	110	-0.371478447170114
340	115	-0.395592027417027
340	120	100
340	125	100
340	130	100
340	135	100
340	140	100
340	145	100
340	150	100
340	155	100
340	160	100
340	165	100
340	170	100
340	175	100
340	180	100
345	5	100
345	10	100
345	15	100
345	20	100
345	25	100
345	30	100
345	35	100
345	40	100
345	45	100
345	50	100
345	55	100
345	60	100
345	65	100
345	70	100
345	75	-0.533072053872054
345	80	-0.568572053872054
345	85	-0.463442857142857
345	90	-0.332842857142857
345	95	-0.218447301587302
345	100	-0.402485308641975
345	105	-0.241598917255584
345	110	-0.0357583617000284
345	115	100
345	120	100
345	125	100
345	130	100
345	135	100
345	140	100
345	145	100
345	150	100
345	155	100
345	160	100
345	165	100
345	170	100
345	175	100
345	180	100
350	5	100
350	10	100
350	15	100
350	20	100
350	25	100
350	30	100
350	35	100
350	40	100
350	45	100
350	50	100
350	55	100
350	60	100
350	65	100
350	70	100
350	75	100
350	80	-0.788475757575758
350	85	-0.704309523809524
350	90	-0.605153968253968
350	95	-0.501917671957672
350	100	-0.566662592592593
350	105	-0.179218962148962
350	110	100
350	115	100
350	120	100
350	125	100
350	130	100
350	135	100
350	140	100
350	145	100
350	150	100
350	155	100
350	160	100
350	165	100
350	170	100
350	175	100
350	180	100
355	5	100
355	10	100
355	15	100
355	20	100
355	25	100
355	30	100
355	35	100
355	40	100
355	45	100
355	50	100
355	55	100
355	60	100
355	65	100
355	70	100
355	75	100
355	80	100
355	85	-0.778802777777778
355	90	-0.7420625
355	95	-0.686077314814815
355	100	-0.638873425925926
355	105	100
355	110	100
355	115	100
355	120	100
355	125	100
355	130	100
355	135	100
355	140	100
355	145	100
355	150	100
355	155	100
355	160	100
355	165	100
355	170	100
355	175	100
355	180	100
360	5	100
360	10	100
360	15	100
360	20	100
360	25	100
360	30	100
360	35	100
360	40	100
360	45	100
360	50	100
360	55	100
360	60	100
360	65	100
360	70	100
360	75	100
360	80	100
360	85	100
360	90	100
360	95	100
360	100	100
360	105	100
360	110	100
360	115	100
360	120	100
360	125	100
360	130	100
360	135	100
360	140	100
360	145	100
360	150	100
360	155	100
360	160	100
360	165	100
360	170	100
360	175	100
360	180	100
